Competency,Question,What to look / probing questions
Problem-solving,"Describe a process you created or improved, and the impact it had on your company.",
Problem-solving,"Describe a problem situation where you had to seek out relevant information, define key issues, and decide on which steps to take to get the desired results.",
Problem-solving,Give me an example of a time when you used your fact-finding skills to solve a problem.,
Problem-solving,"Tell me about a situation where the analysis that you performed was incorrect. If you had it to do over again, what would you do differently?",
Problem-solving,Tell me about a project that best demonstrates your analytical abilities.,
Problem-solving,We can sometimes identify a small problem and fix it before it becomes a major problem. Give me an example of how you have done this.,
Problem-solving,Give me an example of a time you identified a potential problem and resolved the situation before it became serious.,
Problem-solving,Describe a time you failed to anticipate a potential problem and develop preventative measures.,
Problem-solving,Give me an example of the most creative solution to a difficult problem you have ever come up with.,
Problem-solving,Tell me about a time you helped resolve a group problem. What caused the problem?,
Problem-solving,Tell me about the most difficult problem you've ever had to solve. What steps did you take to tackle it?,
Problem-solving,Solving a problem often necessitates evaluation of alternate solutions. Give me an example of a time when you actively defined several solutions to a single problem. ,"Make sure they talk about the tools used-e.g., research, brainstorming-as well as how and why the used the tools."
Problem-solving,Give me a specific example of a time when you used good jugment and logic in solving a problem.,
Problem-solving,Tell me about a stubborn or recurring problem you are facing in your current position. What have you done to solve it?,
Problem-solving,"Tell me about a time you had to solve a problem with no rules, guidelines, or policies in place to guide you.",
Problem-solving,"We all have particular problems we enjoy/dislike solving. Tell me about a problem that you enjoyed solving (or disliked having to solve). What, in particular, do you enjoy/dislike about solving this kind of problem?",
Problem-solving,Tell me about a difficult problem you solved that had a significant positive impact on all or part of the organization.,
Problem-solving,Tell me about a problem that got out of control before you discovered it and began working on a solution.,
Problem-solving,Tell me about a time you missed an obvious solution to a problem.,
Process,Tell me the process you used last year (or this year) to set your department goals. Were the goals accomplished?,
Process,Tell me about your system for controlling errors in your work.,
Process,Walk me through a recent project or assignment you completed and tell me the process you used to ensure it was complete and accurate.,
Process,Give me an example of a situation where you improved a work process.,
Process,"Tell me about a time when you took a complicated, technical process and explained it to people who were not familiar with the process.",
Process,"Tell me about a significant project that you managed, focusing on how you made sure that everything was getting done correctly and properly.",
Process,Give me an example of a time you saw an opportunity to integrate two or more processes or procedures to make a more efficient and effective single process or procedure.,
Process,Tell me about a situation where you found a way to get the job done faster and better at a lower cost.,
Resource,We all have more on our plate than we have time to get done. Tell me about a time where your ability to accurately scope out time requirements for tasks and projects made you successful.,
Resource,"Tell me about a time where you prepared a budget larger than any you had ever done before. Did you meet the budget? What was the variance? Did the budget need to be altered (if so, how and why)?",
Resource,"Describe a time you had to manage a project where the acquisition, storage, and use of materials were critical factors (e.g., the product had a short shelf life).",
Resource,"Give me an example of a time where you underestimated a resource you needed to get a task or project done, but managed to overcome the shortage and be successful.",
Resource,Tell me about a time where you were off-target on assessing the human resources you needed for a project. Why were you off-target?,
Resource,Describe a time you had to deal with a particularly difficult resource management issue regarding people/material/assets.,
Resource,We have all faced situations where the resources we needed to be successful were not within our span of control. Tell me about a project or goal where this was true for you.,
Resource,"Sometimes the only way people or departments can accomplish their individual goals is to form a partnership. Tell me about a time where, had you not partnered, your individual goals might not have been achieved.",
Respect,Tell me about a time when you had to resolve a difference of opinion with a coworker/customer/supervisor. How do you feel you showed respect for that person?,
Respect,Tell me about a time when you needed to give feedback to an employee with emotional or sensitive problems.,
Respect,"Describe the way you handled a specific problem involving others with differing values, ideas, and beliefs in your current/previous job.",
Respect,Describe a work situation that required you to really listen to and display compassion for a coworker/employee who was telling you about a personal or sensitive issue.,
Respect,Give me an example of a time when you disagreed with the views of your direct reports.,
Respect,Tell me about a time you had to handle a highly emotional person.,
Respect,"Describe for me a time when you saw a situation very differently from someone else and disagreed strongly with him, but still respected his viewpoint.",
Results Orientation,Give me an example of an important goal you have had and about your success in achieving it.,
Results Orientation,"Describe a time when, against all odds, you were able to get a project or task completed within the defined parameters.",
Results Orientation,Tell me about a time when you were asked to complete a difficult assignement and the odds were against you. What did you learn from the experience?,
Results Orientation,Tell me about a time you had to pay close attention to the tiny details in order to be successful.,
Results Orientation,Being successful takes more than luck-it also takes hard work. Tell me about a time when you had to work work very hard and make personal sacrifice to help your organization/department/team reach its goals.,
Results Orientation,Give me an example of a time you were unable to complete a project on time.,
Results Orientation,Tell me about a time where you did not achieve the results you should have had or in the required timeframe.,
Results Orientation,"Describe a situation where, due to time and resource constraints, you submitted a report or completed a project where the quality was compromised.",
Risk Taking,"Tell me about a time where, with an internal or external customer, you had to try something you've never done before.",
Risk Taking,Give me an example of a time you felt that it was necessary or appropriate to circumvent company policy to meet a customer's needs.,
Risk Taking,Describe for me the riskiest business decision you have ever made. Why did you make the decision? Were you successful and why or why not?,
Risk Taking,"Describe a work-related risk you took that, in hinsight, you wish you had not taken.",
Risk Taking,Tell me about a time when you created a new process or program that was considered risky. What was the situation and what did you do?,
Risk Taking,Give me an example of a time when there was decision to be made and procedures or policies were not in place. What was the outcome?,
Risk Taking,Tell me about the greatest business risk you have taken.,
Risk Taking,"Tell me about a time you had a chance to take a risk, but decided that the risk was too high.",
Risk Taking,Tell me about a time you took a risk and failed.,
Safety in the Workplace,"In many situations, employees are required to wear protective equipment, and may find it uncomfortable, cumbersome, or inconvenient to wear. Tell me about a time this was true for you.","Make sure you find out what the equipment was, why, why the person did or didn't wear the equipment, and the factors that contributed to the decision."
Safety in the Workplace,Safety is not a one-person job. Give me an example of a time you were able to improve safety only because you chose to involve others in making the improvement.,
Safety in the Workplace,"Tell me about the most challenging safety issue you have had to deal with. What, specifically, made it challenging?",
Safety in the Workplace,Describe a time when you identified a potential safety issue and addressed it before a problem occurred.,
Safety in the Workplace,Tell me about a way you have made your workplace a safer place for people to work.,
Stewardship,Tell me about a collaborative effort you headed (were involved in between your organization and the community.,
Stewardship,"Give me an example of how your understanding of a community issue helped you address a business problem, issue, or concern.",
Stewardship,Describe for me something you were involved with in the community through which both the community and businesses located in the community benefited.,
Stewardship,Tell me about a way that you have championed the concept of corporate citizenship/stewardship within your team/department/organization.,
Strategic Thinking,"Tell me about a time when your industry knowledge alerted you to an upcoming challenge or opportunity, and where you were able to develop a proactive strategy to deal with it.",
Strategic Thinking,"Give me an example of strategy you developed to achieve a long or short-term business need, goal, or objective.",
Strategic Thinking,"Give me an example of a time where, by using your understanding of the strenghts and weaknesses of your competitors, you were able to gain a competitive advantage in the marketplace.",
Strategic Thinking,Tell me about a strategic initiative or opportunity you identified and pursued.,
Strategic Thinking,Give me an example of a time you failed to align the strategic priorities of your department/team with the strategic priorities of the organization.,
Strategic Thinking,Tell me about a time where your ability to keep your eyes on the future proved to be a benefit to your organization/department/team.,
Stress,Tell me about a time you were faced with stressors at work that tested your coping skills.,
Stress,Give me an example of a time you had to juggle a number of projects and priorities. What were they? How did you manage to juggle them?,
Stress,Describe for me a time when your team was under a fair amount of stress. What did you do to help them through this? Were you successful?,
Stress,Tell me about a time you did not handle a stressful situation well.,
Stress,Tell me about a time a deadline was moved up on you and how you handled that. Did you accomplish the task on time? How (or why not)?,
Stress,There are times we each feel overwhelmed with a task or project. Tell me about a time this happened to you.,
Stress,Describe a situation or time when someone or something really got under your skin.,
Stress,Tell me about a project that required you to work well under pressure.,
Structuration,Tell me about a time when you had to structure an activity / settle processes / implement new tooling.,
Structuration,What papers or documentation that you are currently preparing (or have recently prepared) are the most challenging and why?,
Systems Management,Tell me about a time where your understanding of a (social/organizational/technological) system helped you be more successful than you would have been otherwise.,
Systems Management,Give me an example of a time when you picked up on a business or industry trend or change and made appropriate changes within your company/department/team to respond to or take advantage of the opportunity.,
Systems Management,"Describe a time where, had you been able to predict a business/industry occurence, you would have been able to make adjustments so that your company/department/team did not suffer from it.",
Systems Management,Tell me about a system you designed or improved. Why did you do it? What benefit resulted? Who was impacted by the design/improvement? How did they react?,
Systems Thinking,Give me an example when your ability to look at problems and issues from a big picture approach served you as well.,
Systems Thinking,"Tell me about the most significant project you have worked on in which it was crucial to keep track of details while still managing the ""big picture"". How did you make sure the work got done? How did you keep focused on the overall goal while still managing all of the specific parts? ",
Systems Thinking,Tell me about a time when you failed to look at a problem or issue from a big picture perspective and paid the price for that.,
Systems Thinking,Describe for me a time when your ability to find relationships between things inside and/or outside the organization helped you be more effective.,
Systems Thinking,Give me an example of a time you solved a problem in ways that adressed total system needs rather than just your immediate situation.,
Taking Charge,Tell me about a time when you had to convince your team to do something they didn't want to do. How did you do it?,
Taking Charge,Give me an example of when your staff reached a goal because they willingly followed your suggestions.,
Taking Charge,Give me a specific example of something you did that helped build enthusiasm in your staff.,
Taking Charge,Describe a time when you utilized your leadership ability to gain support for something that was initially strongly opposed by others.,
Taking Charge,"Tell me about a time you found it necessary to tactfully, but forcefully, say things that others did not want to hear.",
Taking Charge,Tell me about a time when you had to take charge and start the ball rolling to get a job done. What were the ramifications if the job didn't get done? What did you do? How did it turn out?,
Taking Charge,Describe for me the most unpopular stand you have taken in your job.,
Teamwork,"Describe an unpopular decision you made, and how you got it implemented.",
Teamwork,How do you deal with company policies you don’t agree with?,
Teamwork,Give an example of how you’ve worked on a team.,
Teamwork,Describe how you’ve handled a difficult situation with a team at work.,
Teamwork,Tell me about a time when you were in competition with a coworker.,
Teamwork,"Describe a time when a coworker was not doing their share of the work, and how you handled it.",
Teamwork,Describe a time you led a team of people who didn't always see eye to eye. What did you do? Why did you choose to do that? How did it work out?,
Teamwork,Tell me about a time you were able to gain commitment from others to really work as a team.,
Teamwork,Provide an example of a time when it was critical that you establish an effective working relationship with an individual or group outside your department to complete an assignment or deliver a service.,
Teamwork,"Tell me about a time you needed to get two groups or people to work together effectively, who historically had never done so.",
Teamwork,"Give me an example of a time that your leadership transformed a group of people into an effective, healthy, productive team.",
Teamwork,Tell me about a time you led a team that had one or more unproductive/negative members. How did you find out about the unproductive member. What did you do? Why did you choose to do that? How did it work out?,
Teamwork,Give me an example of a time where you needed to get people who have very different work styles to work cooperatively on a project. Were you successful? Why/why not?,
Teamwork,"Describe a time when you had to have coworkers with different work styles or ideas work together on a project. What, specifically, did you do to pull them together?",
Teamwork,Tell me about a time you recognized a team member for having made a valuable contribution to the team.,
Teamwork,"Tell me about a time where, if it hadn't been for teamwork, your goal might not have been achieved.",
Teamwork,Describe a time when you were able to build team spirit in an environment of low morale.,
Teamwork,"Tell me about a time you needed to lead an intact, project, or ad hoc team toward a goal that you, personally, did not completely support or believe in.",
Teamwork,Give me an example of a time you successfully built a project team from scratch. What was the project? How did you go about selecting team members? How did you get these individuals to work as a team? What was the hardest part of getting them to work as a team? Was the team successful on the project?,
Teamwork,Tell me about a time when you were able to provide your team with recognition for the work they performed.,
Teamwork,Give me an example of a time when you were less successful as a team leader than you would like to have been.,
Teamwork,"Tell me about a time where, because you didn't effectively build your team, you were not able to accomplish a task/project within specifications. What happened? What did you learn? What would you do differently if you had it to do over again?",
Teamwork,Tell me about a time you worked as a team member on a team that had one or more unproductive members. What did you do? Why did you choose to do that? How did it work out?,
Teamwork,Give me an example of a time when others with whom you were working on a project disagreed with your idea.,
Teamwork,Describe a time when one of the members on your team did not complete (or wasn't doing) her fair share of the work.,
Teamwork,Tell me about a time when you helped others compromise for the good of the team. What was your role? What steps did you take?,
Teamwork,Tell me about a time when you helped others compromise for the good of the team. What was your role? What steps did you take?,
Teamwork,Tell me about a time when you were part of a team that did not get along or did not work well together. What happened?,
Teamwork,We've all been part of a work team or project team where there is one person who just rubs us the wrong way. Tell me about a time this happened to you. What did you do?,
Teamwork,Give me an example of when you worked cooperatively as a team member to accomplish an important goal. What was the goal or objective? What was your role in achieving this objective? To what extent did you interact with others on this project?,
Teamwork,Give me an example of a time where you were willing to compromise on something relatively important to you in order for the team you were a member of to proceed with a project.,
Teamwork,Tell me about a time you were recognized and rewarded for being a valuable team member.,
Teamwork,Give me an example of a time when you were not an effective team member.,
Teamwork,"Describe a team experience you found disappointing. What, specifically, made it disappointing. What could you have done to change it from a disappointing to rewarding experience?",
Technology Management,Give me an example of a time when you were responsible for selecting a new or improved technology.,
Technology Management,Tell me about a time when you misinterpreted the intent or use of a piece of equipment.,
Technology Management,Describe a time when you applied a new piece of technology to an existing task or project. What benefits resulted from the technological application? How did you determine there would be a benefit?,
Technology Management,"Give me an example of a time where you prevented, identified, or solved a problem with a piece of equipment.",
Technology Management,"Tell me about a time you applied technology to improve a service, process, or productivity.",
Time management,Give me an example of a decision you postponed and explain why you postponed it,
Time management,"When you work on multiple projects, how do you prioritize?",
Time management,What do you do when your schedule is interrupted? Give an example of how you handle it.,
Time management,"Describe a time when you did not meet a deadline, and what the outcome was.",
Time management,Tell me how the urgent demands of your job don’t overshadow the important ones.,
Time management,Give me an example of how you make best use of your time,
Time management,Tell me about a time you achieved a great deal in a short amount of time.,
Time management,Give me an example of a time you were unable to complete a project on schedule despite your best efforts.,
Time management,Tell me about a time you had to complete multiple tasks/projects in a tight timeframe.,
Time management,"Tell me about a time when you wasted the time of someone else working on something that was unimportant to the organization, but important to you.",
Time management,Give me an example of a time that your priorities were changed quickly. What did you do? What was the result?,
Time management,"By way of example, convince me that you can get more done in less time than others.",
Trust,"Tell me about a time you mistrusted another employee, resulting in tension between the two of you. What did you do to improve the relationship? Where you successful in improving it?",
Trust,Give me an example of a time you failed to keep your boss informed of your actions or progress on a task or project.,
Trust,Give me an example of a time that you failed to walk-the-talk at work.,
Trust,Tell me about a time you had to give the benefit of the doubt to someone at work.,
Trust,Tell me about a time when your trustworthiness was challenged. How did you react/respond?,
Trust,Tell me how you have developed trust and loyalty between you and your direct reports.,
Trust,"Describe a situation where you distrusted a coworker/supervisor, resulting in tension between you. What steps did you take to improve the relationship?",
Trust,Trust requires personal accountability. Tell me about a time when you chose to trust someone.,
Team spirit,Tell me about a time when you led a particularly successful collaborative effort.,"Cover STAR and then ask for what was approach to communication, how did s/he gain commitment, what was the most difficult obstacle to overcome.
 => cross functinal leadership, collaboration, communication, planning & organizing"
Team spirit,Have you ever been in a group with an unproductive person? How did you handle it?,
Team spirit,Describe your style of contributing on your last team project. What did the team look to you for?,
Understanding Others,Give me an example to convince me that you understand why groups do what they do.,
Understanding Others,Tell me about a time you had to motivate a group of people.,
Understanding Others,Describe a time when your ability to pick up on the intentions or needs of a group resulted in you changing your course of action.,
Understanding Others,Tell me about a time where your understanding of what a group valued helped you work effectively with them.,
Understanding Others,Give me an example of a time when you were able to foresee an inappropriate course of action a team was moving and help steer them in the right direction.,
Understanding Others,Tell me about a time you gave someone or a group what they needed even though they didn't yet know it was needed.,
Vision and Purpose,Tell me about a time where your vision of the future was so inspiring that you were able to convert nay-sayers into followers.,
Vision and Purpose,Tell me about a time you lost track of the vision/mission/purpose of your team/department/organization and it turned out to have repercussions.,
Vision and Purpose,"Describe a time you established a vision for your department/unit. What process was used? Were others involved in setting the vision and, if so, how? How did the vision contribute to the functionning of the department/unit?",
Vision and Purpose,Tell me about the relationship of your goals in your current position to the organization as a whole.,
Vision and Purpose,Tell me about a time when you anticipated the future and made changes to meet these future needs. Did the anticipated future occur?,
Working under Pressure or Stress,Did you ever make a risky decision? Why? How did you handle it?,
Working under Pressure or Stress,How did you handle meeting a tight deadline?,
Working under Pressure or Stress,Tell me about the most demanding boss you’ve worked for and how you handled them.,
Working under Pressure or Stress,Describe how you’ve completed projects and still maintained high quality.,
Working under Pressure or Stress,"Give me an example of a time when you took on additional responsibility knowing your plate was already full, and what the outcome was",
Working under Pressure or Stress,Describe how you handle high-pressure situations with customers,
